writing_id,sentence_id,text,expected,annotation,tokenize,word_length,no_edit
65,6,วันนี้ฉันอยากพูดถึงคือความลังเลใจ,วันนี้ ฉันอยากพูดถึงความลังเลใจ,วันนี้{=> :::Punctuation}ฉันอยากพูดถึง{คือ=>:::Fluency}ความลังเลใจ,"['วันนี้', 'ฉัน', 'อยาก', 'พูดถึง', 'คือ', 'ความลังเลใจ']",6,0
45,14,อย่างไรก็ตาม ธงนี้ก็ยังมิได้มีการรับรองเป็นธงชาติอย่างเป็นทางการจนวันที่ 13 สิงหาคม พ.ศ. 2542 จึงได้มีการรับรองให้ใช้ธงฮิโนมารุเป็นธงชาติตามกฎหมาย,อย่างไรก็ตาม ธงนี้ก็ยังมิได้มีการรับรองเป็นธงชาติอย่างเป็นทางการจนวันที่ 13 สิงหาคม พ.ศ. 2542 จึงได้มีการรับรองให้ใช้ธงฮิโนมารุเป็นธงชาติตามกฎหมาย,อย่างไรก็ตาม ธงนี้ก็ยังมิได้มีการรับรองเป็นธงชาติอย่างเป็นทางการจนวันที่ 13 สิงหาคม พ.ศ. 2542 จึงได้มีการรับรองให้ใช้ธงฮิโนมารุเป็นธงชาติตามกฎหมาย,"['อย่างไรก็ตาม', ' ', 'ธง', 'นี้', 'ก็', 'ยัง', 'มิได้', 'มี', 'การ', 'รับรอง', 'เป็น', 'ธงชาติ', 'อย่าง', 'เป็นทางการ', 'จน', 'วันที่', ' ', '13', ' ', 'สิงหาคม', ' ', 'พ.ศ.', ' ', '2542', ' ', 'จึง', 'ได้', 'มี', 'การ', 'รับรอง', 'ให้', 'ใช้', 'ธง', 'ฮิ', 'โน', 'มา', 'รุ', 'เป็น', 'ธงชาติ', 'ตามกฎหมาย']",40,1
35,1,สวัสดีค่ะ ข้าพเจ้านางสาว MIN-YEN นักเรียนมหาวิทยาลัยชั้นปีที่ 1 เทคโนโลยี,สวัสดีค่ะ ข้าพเจ้านางสาว MIN-YEN นักเรียนมหาวิทยาลัยชั้นปีที่ 1 สาขาเทคโนโลยี,สวัสดีค่ะ ข้าพเจ้านางสาว MIN-YEN นักเรียนมหาวิทยาลัยชั้นปีที่ 1 {=>สาขา:::Fluency}เทคโนโลยี,"['สวัสดี', 'ค่ะ', ' ', 'ข้าพเจ้า', 'นางสาว', ' ', 'MIN-YEN', ' ', 'นักเรียน', 'มหาวิทยาลัย', 'ชั้นปี', 'ที่', ' ', '1', ' ', 'เทคโนโลยี']",16,0
134,2,ประเทศไทยเป็นประเทศกำลังพัฒนา,ประเทศไทยเป็นประเทศกำลังพัฒนา,ประเทศไทยเป็นประเทศกำลังพัฒนา,"['ประเทศ', 'ไทย', 'เป็น', 'ประเทศกำลังพัฒนา']",4,1
207,2,ร้านนั้นรู้สึกแปลก,ร้านนั้นให้ความรู้สึกแปลก ๆ,ร้านนั้น{=>ให้ความ:::Grammar}รู้สึกแปลก{=> :::Punctuation}{=>ๆ:::Fluency},"['ร้าน', 'นั้น', 'รู้สึก', 'แปลก']",4,0
295,3,ฉันเห็นแม่ตีลูกเพราะว่าลูกไม่อยากกินอาหาร,ฉันเห็นแม่ตีลูกเพราะลูกไม่ยอมกินข้าว,ฉันเห็นแม่ตีลูก{เพราะว่า=>เพราะ:::Fluency}ลูก{ไม่อยาก=>ไม่ยอม:::Fluency}กิน{อาหาร=>ข้าว:::Fluency},"['ฉัน', 'เห็น', 'แม่', 'ตี', 'ลูก', 'เพราะว่า', 'ลูก', 'ไม่', 'อยาก', 'กิน', 'อาหาร']",11,0
228,1,อย่างไรก็ตาม ผีจีนส่วยใหญ่ มาจะคนที่เคยมีชวิต,อย่างไรก็ตาม ผีจีนส่วนใหญ่มาจากคนที่เคยมีชีวิต,อย่างไรก็ตาม ผีจีน{ส่วยใหญ่=>ส่วนใหญ่:::Spelling}{ =>:::Punctuation}{มาจะ=>มาจาก:::Spelling}คนที่เคยมี{ชวิต=>ชีวิต:::Spelling},"['อย่างไรก็ตาม', ' ', 'ผี', 'จีน', 'ส่วย', 'ใหญ่', ' ', 'มา', 'จะ', 'คน', 'ที่', 'เคย', 'มี', 'ช', 'วิ', 'ต']",16,0
208,1,ตอนไปซื้อของ,ตอนไปซื้อของ,ตอนไปซื้อของ,"['ตอน', 'ไป', 'ซื้อ', 'ของ']",4,1
190,1,เขาจะไม่หิวข้าวเพราะเพิ่งกินา,เขาจะไม่หิวข้าวเพราะเพิ่งกินมา,เขาจะไม่หิวข้าวเพราะเพิ่งกิน{า=>มา:::Spelling},"['เขา', 'จะ', 'ไม่', 'หิวข้าว', 'เพราะ', 'เพิ่ง', 'กิ', 'นา']",8,0
70,2,ประมาณห้าเดือนที่แล้วรัฐบาลไทยประกาศว่าโรงเรียนทุกแห่งที่อยู่ในกรุงเทพฯ ต้องปิดหนึ่งอาทิตย์ เนื่องจากระดับของมลพิษในอากาศ,ประมาณห้าเดือนที่แล้ว รัฐบาลไทยประกาศว่า โรงเรียนทุกแห่งที่อยู่ในกรุงเทพฯ ต้องปิดหนึ่งอาทิตย์ เนื่องจากระดับของมลพิษทางอากาศ,ประมาณห้าเดือนที่แล้ว{=> :::Punctuation}รัฐบาลไทยประกาศว่า{=> :::Punctuation}โรงเรียนทุกแห่งที่อยู่ในกรุงเทพฯ ต้องปิดหนึ่งอาทิตย์ เนื่องจากระดับของมลพิษ{ใน=>ทาง:::Fluency}อากาศ,"['ประมาณ', 'ห้า', 'เดือน', 'ที่แล้ว', 'รัฐบาล', 'ไทย', 'ประกาศ', 'ว่า', 'โรงเรียน', 'ทุกแห่ง', 'ที่อยู่', 'ใน', 'กรุงเทพฯ', ' ', 'ต้อง', 'ปิด', 'หนึ่ง', 'อาทิตย์', ' ', 'เนื่องจาก', 'ระดับ', 'ของ', 'มลพิษ', 'ใน', 'อากาศ']",25,0
280,5,ร้าน อาหาร นั้น ถูก ก็ ไม่ ถูก อร่อย ก็ ไม่ อร่อย,ร้านอาหารร้านนั้น ถูกก็ไม่ถูก อร่อยก็ไม่อร่อย,ร้าน{ =>:::Punctuation}อาหาร{ =>:::Punctuation}{=>ร้าน:::Fluency}นั้น ถูก{ =>:::Punctuation}ก็{ =>:::Punctuation}ไม่{ =>:::Punctuation}ถูก อร่อย{ =>:::Punctuation}ก็{ =>:::Punctuation}ไม่{ =>:::Punctuation}อร่อย,"['ร้าน', ' ', 'อาหาร', ' ', 'นั้น', ' ', 'ถูก', ' ', 'ก็', ' ', 'ไม่', ' ', 'ถูก', ' ', 'อร่อย', ' ', 'ก็', ' ', 'ไม่', ' ', 'อร่อย']",21,0
26,0,ความแน่นอน ความแน่นอนเป็นคำเตือนหนึ่งที่ฉันให้กำลังใจตัวเองบ่อยๆ,ความแน่นอน ความแน่นอนเป็นคำเตือนหนึ่งที่ฉันใช้ให้กำลังใจตัวเองบ่อย ๆ,ความแน่นอน ความแน่นอนเป็นคำเตือนหนึ่งที่ฉัน{=>ใช้:::Grammar}ให้กำลังใจตัวเองบ่อย{=> :::Punctuation}ๆ{=> :::Punctuation},"['ความแน่นอน', ' ', 'ความแน่นอน', 'เป็น', 'คำเตือน', 'หนึ่ง', 'ที่', 'ฉัน', 'ให้กำลังใจ', 'ตัวเอง', 'บ่อยๆ']",11,0
2,19,การเปิดประตูทำให้เราทัศนาเวิลด์ต่างกัน,การเปิดประตูทำให้ความคิดของเราแตกต่างกัน,การเปิดประตูทำให้{ทัศนาเวิลด์=>ความคิด:::Fluency}ของเราแตกต่างกัน,"['การ', 'เปิด', 'ประตู', 'ทำให้', 'เรา', 'ทัศนา', 'เวิลด์', 'ต่างกัน']",8,0
46,15,ทุกๆ คนมีความมั่นใจ มีความร่วมมือตลอต,ทุก ๆ คนมีความมั่นใจ มีความร่วมมือกันเสมอ,ทุก{=> :::Punctuation}ๆ คนมีความมั่นใจ มีความร่วมมือ{=>กัน:::Fluency}{ตลอด=>เสมอ:::Fluency},"['ทุกๆ', ' ', 'คน', 'มี', 'ความมั่นใจ', ' ', 'มี', 'ความร่วมมือ', 'ตลอต']",9,0
167,2,ในบรรดาอาหารไทยทั้งหมดผมชอบต้มยำที่สุด,ในบรรดาอาหารไทยทั้งหมด ผมชอบต้มยำที่สุด,ในบรรดาอาหารไทยทั้งหมด{=> :::Punctuation}ผมชอบต้มยำที่สุด,"['ใน', 'บรรดา', 'อาหาร', 'ไทย', 'ทั้งหมด', 'ผม', 'ชอบ', 'ต้มยำ', 'ที่สุด']",9,0
236,7,ผลที่สีดำมี น้ำมันพืชมากกว่าผลที่สีเขียว จึงมีรสแก่จัด,ผลที่สีดำมีน้ำมันมากกว่าผลที่มีสีเขียว จึงมีรสแก่จัด,ผลที่สีดำมี{ =>:::Punctuation}น้ำมันพืชมากกว่าผลที่{=>มี:::Fluency}สีเขียว จึงมีรสแก่จัด,"['ผล', 'ที่', 'สี', 'ดำ', 'มี', ' ', 'น้ำมันพืช', 'มากกว่า', 'ผล', 'ที่', 'สี', 'เขียว', ' ', 'จึง', 'มีรส', 'แก่จัด']",16,0
150,1,วัดที่ใหญ่ที่สุดประทศไทยคือวัดโสธร โนะะโกะยาซึ่งอยู่ทางภาคกลางของญี่ปุ่นอาหารอร่อยๆ หอยทากเป็นหอยซึ่งอาศัยอยู่บนบก,วัดที่ใหญ่ที่สุดในประเทศไทย คือ วัดโสธร โนะโกะยาซึ่งอยู่ทางภาคกลางของญี่ปุ่นมีอาหารอร่อย ๆ หอยทากเป็นหอยซึ่งอาศัยอยู่บนบก,วัดที่ใหญ่ที่สุด{ประ=>ในประเทศ:::correction_tag}{ทศ=>ไทย:::correction_tag}{=> :::Punctuation}คือ{=> :::Punctuation}วัดโสธร {โนะะ=>โนะ:::correction_tag}โกะยาซึ่งอยู่ทางภาคกลางของ{ปุ่น=>ญี่ปุ่น:::correction_tag}{ปุ่น=>มี:::correction_tag}อาหารอร่อย ๆ{=> :::Punctuation}หอยทากเป็นหอยซึ่งอาศัยอยู่บนบก,"['วัด', 'ที่', 'ใหญ่', 'ที่สุด', 'ประ', 'ทศ', 'ไทย', 'คือ', 'วัด', 'โส', 'ธร', ' ', 'โนะะ', 'โกะ', 'ยา', 'ซึ่ง', 'อยู่', 'ทาง', 'ภาค', 'กลาง', 'ของ', 'ญี่', 'ปุ่น', 'อาหาร', 'อร่อย', 'ๆ', ' ', 'หอย', 'ทาก', 'เป็น', 'หอย', 'ซึ่ง', 'อาศัย', 'อยู่', 'บน', 'บก']",36,0
45,8,เพลงคิมิงะโยะทำนองนี้ปัจจุบันยังคงมีการบรรเลงปีละครั้ง ที่ศาลเจ้าเมียวโคจิ เมืองโยโกฮามา ซึ่งเป็นศาลเจ้าที่สร้างขึ้นเพื่ออุทิศแด่เฟนตัน ผู้ได้รับหน้าที่เป็นผู้นำวงโยธาวาทิตของญี่ปุ่นประจำเมืองนี้,เพลงคิมิงะโยะทำนองนี้ ปัจจุบันยังคงมีการบรรเลงปีละครั้งที่ศาลเจ้าเมียวโคจิ เมืองโยโกฮามา ซึ่งเป็นศาลเจ้าที่สร้างขึ้นเพื่ออุทิศแด่เฟนตัน ผู้ได้รับหน้าที่เป็นผู้นำวงโยธวาทิตของญี่ปุ่นประจำเมืองนี้,เพลงคิมิงะโยะทำนองนี้{=> :::Punctuation}ปัจจุบันยังคงมีการบรรเลงปีละครั้ง{ =>:::Punctuation}ที่ศาลเจ้าเมียวโคจิ เมืองโยโกฮามา ซึ่งเป็นศาลเจ้าที่สร้างขึ้นเพื่ออุทิศแด่เฟนตัน ผู้ได้รับหน้าที่เป็นผู้นำ{วงโยธาวาทิต=>วงโยธวาทิต:::Spelling}ของญี่ปุ่นประจำเมืองนี้,"['เพลง', 'คิ', 'มิ', 'งะ', 'โยะ', 'ทำนอง', 'นี้', 'ปัจจุบัน', 'ยังคง', 'มี', 'การบรรเลง', 'ปี', 'ละ', 'ครั้ง', ' ', 'ที่', 'ศาลเจ้า', 'เมีย', 'ว', 'โค', 'จิ', ' ', 'เมือง', 'โยโกฮามา', ' ', 'ซึ่ง', 'เป็น', 'ศาล', 'เจ้าที่', 'สร้าง', 'ขึ้น', 'เพื่อ', 'อุทิศ', 'แด่', 'เฟน', 'ตัน', ' ', 'ผู้', 'ได้', 'รับหน้าที่', 'เป็น', 'ผู้นำ', 'วง', 'โยธา', 'วาทิต', 'ของ', 'ญี่ปุ่น', 'ประจำเมือง', 'นี้']",49,0
296,5,นั่นคือโต๊ะไว้ให้สำหรับนักเรียนทำการบ้าน เพราะว่านักเรียนที่มหาวิทยาลัยมีการบ้านเยอะ,โต๊ะนั้นมีไว้ให้นักเรียนทำการบ้าน เพราะนักศึกษามหาวิทยาลัยมีการบ้านเยอะ,{นั่นคือ=>:::Fluency}โต๊ะ{=>นั้น:::Fluency}{=>มี:::Fluency}ไว้ให้{สำหรับ=>:::Fluency}นักเรียนทำการบ้าน {เพราะว่า=>เพราะ:::Fluency}{นักเรียน=>นักศึกษา:::Fluency}{ที่=>:::Fluency}มหาวิทยาลัยมีการบ้านเยอะ,"['นั่น', 'คือ', 'โต๊ะ', 'ไว้', 'ให้', 'สำหรับ', 'นักเรียน', 'ทำการบ้าน', ' ', 'เพราะว่า', 'นักเรียน', 'ที่', 'มหาวิทยาลัย', 'มี', 'การบ้าน', 'เยอะ']",16,0
67,6,ในปัจจุบัน นักท่องเที่ยวราวๆ ๓ ล้านคนเยือนเวนิสในทุกปี,ในปัจจุบัน นักท่องเที่ยวราว ๆ ๓ ล้านคนไปเยือนเวนิสในทุกปี,ในปัจจุบัน นักท่องเที่ยวราว{=> :::Punctuation}ๆ ๓ ล้านคน{=>ไป:::Fluency}เยือนเวนิสในทุกปี,"['ใน', 'ปัจจุบัน', ' ', 'นักท่องเที่ยว', 'ราวๆ', ' ', '๓', ' ', 'ล้าน', 'คน', 'เยือน', 'เวนิส', 'ใน', 'ทุกปี']",14,0
71,1,"มีพื้นที่ 181,035 ตารางกิโลเมตร","มีพื้นที่ 181,035 ตารางกิโลเมตร มีพรมแดนทิศตะวันตกติดต่อกับประเทศไทย","มีพื้นที่ 181,035 ตารางกิโลเมตร มีพรมแดนทิศตะวันตก{ต่อ=>ติดต่อ:::Fluency}กับประเทศไทย","['มี', 'พื้นที่', ' ', '181,035', ' ', 'ตารางกิโลเมตร']",6,0
222,10,แล้วผลนี้ช่วย,แล้วผลกระทบนี้ก็ช่วยให้,แล้ว{ผล=>ผลกระทบ:::Fluency}นี้{=>ก็:::Fluency}ช่วย{=>ให้:::Fluency},"['แล้ว', 'ผล', 'นี้', 'ช่วย']",4,0
159,7,มีคนเยอะไปหมด,มีคนเยอะไปหมด,มีคนเยอะไปหมด,"['มี', 'คน', 'เยอะ', 'ไป', 'หมด']",5,1
57,2,ประเทศเมียนมามีธงชาติ ๓ ธง ตั้งแต่ พ.ศ. ๒๔๙๑ ถึงสมัยนี้,ประเทศเมียนมามีธงชาติ ๓ ธง ตั้งแต่ พ.ศ. ๒๔๙๑ ถึงปัจจุบัน,ประเทศเมียนมามีธงชาติ ๓ ธง ตั้งแต่ พ.ศ. ๒๔๙๑ ถึง{สมัยนี้=>ปัจจุบัน:::Fluency},"['ประเทศ', 'เมียนมา', 'มี', 'ธงชาติ', ' ', '๓', ' ', 'ธง', ' ', 'ตั้งแต่', ' ', 'พ.ศ.', ' ', '๒๔๙๑', ' ', 'ถึง', 'สมัยนี้']",17,0
232,4,ข้าพเจ้าคิดว่าสาเหตุ ของปัญหานี้มาจากการขาดการศึกษาเกี่ยวกับเรื่อง คุมกำเนิด และ การพัฒนาทางการแพทย์ .,ข้าพเจ้าคิดว่า สาเหตุของปัญหานี้มาจากการขาดการศึกษาเกี่ยวกับการคุมกำเนิดและการพัฒนาทางการแพทย์,ข้าพเจ้าคิดว่า{=> :::Punctuation}สาเหตุ{ =>:::Punctuation}ของปัญหานี้มาจากการขาดการศึกษาเกี่ยวกับ{เรื่อง=>การ:::Fluency}{ =>:::Punctuation}คุมกำเนิด{ =>:::Punctuation}และ{ =>:::Punctuation}การพัฒนาทางการแพทย์{ .=>:::Punctuation},"['ข้าพเจ้า', 'คิด', 'ว่า', 'สาเหตุ', ' ', 'ของ', 'ปัญหา', 'นี้', 'มาจาก', 'การ', 'ขาดการศึกษา', 'เกี่ยวกับ', 'เรื่อง', ' ', 'คุมกำเนิด', ' ', 'และ', ' ', 'การพัฒนา', 'ทางการแพทย์', ' ', '.']",22,0
16,18,บางทีเขาก็สนใจสิ่งแวดล้อมรอบปะการัง,บางทีเขาก็สนใจสิ่งแวดล้อมรอบปะการังด้วย,บางทีเขาก็สนใจสิ่งแวดล้อมรอบปะการัง{=>ด้วย:::Fluency},"['บางที', 'เขา', 'ก็', 'สนใจ', 'สิ่งแวดล้อม', 'รอบ', 'ปะการัง']",7,0
225,0,ผมชอบกิน,ผมชอบกิน,ผมชอบกิน,"['ผม', 'ชอบ', 'กิน']",3,1
209,3,ป่านนี้พูดถาษาไทยไม่ก่ง,ป่านนี้ยังพูดภาษาไทยไม่เก่ง,ป่านนี้{=>ยัง:::Grammar}พูด{ถาษาไทย=>ภาษาไทย:::Spelling}ไม่{ก่ง=>เก่ง:::Spelling},"['ป่านนี้', 'พูด', 'ถา', 'ษา', 'ไทย', 'ไม่', 'ก่ง']",7,0
0,20,ที่เลี้ยงต่อชีวิตเล็กๆ โดยมีความรับผิษชอบนั้น ป้องกันติดเชื้อโรคพิษสุนัขบ้า,การเลี้ยงสิ่งมีชีวิตเล็ก ๆ โดยมีความรับผิดชอบนั้น สามารถป้องกันการติดเชื้อโรคพิษสุนัขบ้าได้,{ที่=>การ:::Grammar}เลี้ยง{ต่อ=>สิ่งมี:::Fluency}ชีวิตเล็ก{=> :::Punctuation}ๆ โดยมีความ{รับผิษชอบ=>รับผิดชอบ:::Spelling}นั้น {=>สามารถ:::Fluency}ป้องกัน{=>การ:::Grammar}ติดเชื้อโรคพิษสุนัขบ้า{=>ได้:::Fluency},"['ที่', 'เลี้ยง', 'ต่อ', 'ชีวิต', 'เล็ก', 'ๆ', ' ', 'โดย', 'มี', 'ความ', 'รับ', 'ผิ', 'ษ', 'ชอบ', 'นั้น', ' ', 'ป้องกัน', 'ติด', 'เชื้อโรค', 'พิษสุนัขบ้า']",20,0
35,4,ข้าพเจ้าไม่อยากให้ครูหลินออกจากโรงเรียน อยากเรียนกับครูจนเรียนจบ,ข้าพเจ้าไม่อยากให้ครูหลินออกจากมหาวิทยาลัย อยากเรียนกับครูจนเรียนจบ,ข้าพเจ้าไม่อยากให้ครูหลินออกจาก{โรงเรียน=>มหาวิทยาลัย:::Fluency} อยากเรียนกับครูจนเรียนจบ,"['ข้าพเจ้า', 'ไม่', 'อยาก', 'ให้', 'ครู', 'หลิน', 'ออกจาก', 'โรงเรียน', ' ', 'อยาก', 'เรียน', 'กับ', 'ครู', 'จน', 'เรียนจบ']",15,0
2,3,ถึงแม้ว่าทุกคนมีโอกาสเป็นนักการเมือง แต่ฉันคิดว่านักการเมืองที่ดีต้องมีคุณสมบัติสามอย่าง,แม้ว่าทุกคนจะมีโอกาสเป็นนักการเมือง แต่ฉันคิดว่าหากจะเป็นนักการเมืองที่ดี ต้องมีคุณสมบัติสามอย่าง,แม้ว่าทุกคน{=>จะ:::Fluency}มีโอกาสเป็นนักการเมือง แต่ฉันคิดว่า{=>หากจะเป็น:::Fluency}นักการเมืองที่ดี{=> :::Punctuation}ต้องมีคุณสมบัติสามอย่าง,"['ถึงแม้ว่า', 'ทุกคน', 'มีโอกาส', 'เป็น', 'นักการเมือง', ' ', 'แต่', 'ฉัน', 'คิด', 'ว่า', 'นักการเมือง', 'ที่', 'ดี', 'ต้อง', 'มี', 'คุณสมบัติ', 'สาม', 'อย่าง']",18,0
250,1,ขโมยสินค้าที่ซุปเปอร์มาร์เก็ต หรือห้างเพิ่มขึ้น ปีที่แล้ว,ขโมยสินค้าที่ซูเปอร์มาร์เก็ตหรือห้างเพิ่มขึ้น ปีที่แล้ว,ขโมยสินค้าที่{ซุปเปอร์มาร์เก็ต=>ซูเปอร์มาร์เก็ต:::Spelling}{ =>:::Punctuation}หรือห้างเพิ่มขึ้น ปีที่แล้ว,"['ขโมย', 'สินค้า', 'ที่', 'ซุปเปอร์มาร์เก็ต', ' ', 'หรือ', 'ห้าง', 'เพิ่มขึ้น', ' ', 'ปี', 'ที่แล้ว']",11,0
338,1,กระทงคือภาชนะเย็บ ด้วยใบตอง ใบไม้ หรือวัสดุอื่น ๆ วันลอยกระทงคนต้องจุดเทียน บนกระทะ และใส่ตัดเล็บ เส้นผม หรือใส่เหรียญ ในกระทง แล้วนำไปลอยในแหล่งน้ำ,กระทง คือ ภาชนะเย็บด้วยใบตอง ใบไม้ หรือวัสดุอื่น ๆ ในวันลอยกระทงคนจะจุดเทียนบนกระทงและตัดเล็บ เส้นผม หรือใส่เหรียญในกระทง แล้วนำไปลอยในแหล่งน้ำ,กระทง{=> :::Punctuation}คือ{=> :::Punctuation}ภาชนะเย็บ{ =>:::Punctuation}ด้วยใบตอง ใบไม้ หรือวัสดุอื่น ๆ {=>ใน:::Grammar}วันลอยกระทงคน{ต้อง=>จะ:::Fluency}จุดเทียน{ =>:::Punctuation}บน{กระทะ=>กระทง:::Fluency}{ =>:::Punctuation}และ{ใส่=>:::Fluency}ตัดเล็บ เส้นผม หรือใส่เหรียญ{ =>:::Punctuation}ในกระทง แล้วนำไปลอยในแหล่งน้ำ,"['กระทง', 'คือ', 'ภาชนะ', 'เย็บ', ' ', 'ด้วย', 'ใบตอง', ' ', 'ใบไม้', ' ', 'หรือ', 'วัสดุ', 'อื่น', ' ', 'ๆ', ' ', 'วัน', 'ลอยกระทง', 'คน', 'ต้อง', 'จุด', 'เทียน', ' ', 'บน', 'กระทะ', ' ', 'และ', 'ใส่', 'ตัด', 'เล็บ', ' ', 'เส้น', 'ผม', ' ', 'หรือ', 'ใส่', 'เหรียญ', ' ', 'ใน', 'กระทง', ' ', 'แล้ว', 'นำ', 'ไป', 'ลอย', 'ใน', 'แหล่งน้ำ']",47,0
243,9,สาเหตุดังกล่าวทำให้เกิดปัญหารถติด และกรุงเทพฯติดอันดับ๒ ของรถติดมากที่สุดในโลก,สาเหตุดังกล่าวทำให้เกิดปัญหารถติด และกรุงเทพฯ ก็ติดอันดับ ๒ ของเมืองที่รถติดมากที่สุดในโลก,สาเหตุดังกล่าวทำให้เกิดปัญหารถติด และกรุงเทพฯ{=> :::Punctuation}{=>ก็:::Fluency}ติดอันดับ{=> :::Punctuation}๒ ของ{=>เมืองที่:::Grammar}รถติดมากที่สุดในโลก,"['สาเหตุ', 'ดังกล่าว', 'ทำให้เกิด', 'ปัญหา', 'รถติด', ' ', 'และ', 'กรุงเทพฯ', 'ติดอันดับ', '๒', ' ', 'ของ', 'รถติด', 'มาก', 'ที่สุด', 'ใน', 'โลก']",17,0
22,13,ผมชอบชีวิดในประเทศไทยเพระชีวิตสบายก่วาไม่มีความ เครียด,ผมชอบชีวิตในประเทศไทย เพราะชีวิตสบายกว่า ไม่มีความเครียด,ผมชอบ{ชีวิด=>ชีวิต:::Spelling}ในประเทศไทย{=> :::Punctuation}{เพระ=>เพราะ:::Spelling}ชีวิตสบาย{ก่วา=>กว่า:::Spelling}ไม่มีความ{ =>:::Punctuation}เครียด,"['ผม', 'ชอบ', 'ชี', 'วิด', 'ในประเทศ', 'ไทย', 'เพ', 'ระ', 'ชีวิต', 'สบาย', 'ก่', 'วา', 'ไม่', 'มี', 'ความ', ' ', 'เครียด']",17,0
218,2,อีกทั้งช่วงเวลาเทศกาลเจเป็นวันเกิด ของเทพเจ้าของศาสนาเต๋า ก็เลยในอดีตเทศกาลเจเป็นงานพิธี เพื่อฉลองวันเกิดเทพเจ้าจีน แต่ในปัจจุบันนี้ นอกจาก ประเทศจีนจะมีเทศกาลนี้,อีกทั้งช่วงเวลาของเทศกาลกินเจยังเป็นวันเกิดของเทพเจ้าของศาสนาเต๋า ในอดีตเทศกาลเจก็เลยเป็นงานพิธีเพื่อฉลองวันเกิดของเทพเจ้าจีน แต่ในปัจจุบันนี้ นอกจากประเทศจีนจะมีเทศกาลนี้แล้ว,อีกทั้งช่วงเวลา{=>ของ:::Fluency}{เทศกาลเจ=>เทศกาลกินเจ:::Fluency}{=>ยัง:::Fluency}เป็นวันเกิด{ =>:::Punctuation}ของเทพเจ้าของศาสนาเต๋า {ก็เลยในอดีตเทศกาลเจ=>ในอดีตเทศกาลเจก็เลย:::Grammar}เป็นงานพิธี{ =>:::Punctuation}เพื่อฉลองวันเกิด{=>ของ:::Fluency}เทพเจ้าจีน แต่ในปัจจุบันนี้ นอกจาก{ =>:::Punctuation}ประเทศจีนจะมีเทศกาลนี้{=>แล้ว:::Fluency},"['อีก', 'ทั้ง', 'ช่วงเวลา', 'เทศกาล', 'เจ', 'เป็น', 'วันเกิด', ' ', 'ของ', 'เทพ', 'เจ้าของ', 'ศาสนา', 'เต๋า', ' ', 'ก็', 'เลย', 'ใน', 'อดีต', 'เทศกาล', 'เจ', 'เป็น', 'งานพิธี', ' ', 'เพื่อ', 'ฉลอง', 'วันเกิด', 'เทพเจ้า', 'จีน', ' ', 'แต่', 'ใน', 'ปัจจุบันนี้', ' ', 'นอกจาก', ' ', 'ประเทศ', 'จีน', 'จะ', 'มี', 'เทศกาล', 'นี้']",41,0
52,10,ผู้ชายนี้เคยเป็นอาจารย์สอนประวัติศาสตร์และนักข่าว,ผู้ชายคนนี้เคยเป็นอาจารย์สอนประวัติศาสตร์และนักข่าว,ผู้ชายนี้เคยเป็นอาจารย์สอนประวัติศาสตร์และนักข่าว,"['ผู้ชาย', 'นี้', 'เคย', 'เป็น', 'อาจารย์', 'สอน', 'ประวัติศาสตร์', 'และ', 'นักข่าว']",9,0
152,8,ฉันไปเที่ยวต่างประเทศ เช่น สหรัฐอเมริกา ออสเตรเลีย เป็นตน,ฉันไปเที่ยวต่างประเทศ เช่น สหรัฐอเมริกา ออสเตรเลีย เป็นต้น,,"['ฉัน', 'ไปเที่ยว', 'ต่างประเทศ', ' ', 'เช่น', ' ', 'สหรัฐอเมริกา', ' ', 'ออสเตรเลีย', ' ', 'เป็น', 'ตน']",12,0
157,3,เขากินเบียร์แทนน้ำเปล่าจะให้สุขภาพไม่ดี,เขาดื่มเบียร์แทนน้ำเปล่า จะทำให้สุขภาพไม่ดี,,"['เขา', 'กิน', 'เบียร์', 'แทน', 'น้ำเปล่า', 'จะ', 'ให้', 'สุขภาพ', 'ไม่', 'ดี']",10,0
22,27,คุณ Mengkun รู้สึกทุกประเทศมีวัฒนธรรมต่างกัน,คุณ Mengkun รู้สึกว่าทุกประเทศมีวัฒนธรรมที่ต่างกัน,คุณ Mengkun รู้สึก{=>ว่า:::Grammar}ทุกประเทศมีวัฒนธรรม{=>ที่:::Fluency}ต่างกัน,"['คุณ', ' ', 'Mengkun', ' ', 'รู้สึก', 'ทุก', 'ประเทศ', 'มีวัฒนธรรม', 'ต่างกัน']",9,0
238,12,ช็อกโกแลตนั้นเอง,ช็อกโกแลตนั่นเอง,ช็อกโกแลต{นั้นเอง=>นั่นเอง:::Fluency},"['ช็อกโกแลต', 'นั้น', 'เอง']",3,0
133,5,เพราะคนจีนเชื่อว่าโชคร้ายจะได้หายออกบ้าน,เพราะคนจีนเชื่อว่าโชคร้ายจะได้หายออกจากบ้าน,เพราะคนจีนเชื่อว่าโชคร้ายจะได้หาย{ออก=>ออกจาก:::correction_tag}บ้าน,"['เพราะ', 'คนจีน', 'เชื่อ', 'ว่า', 'โชคร้าย', 'จะ', 'ได้', 'หาย', 'ออก', 'บ้าน']",10,0
